-79.3909786	43.6536955	24
-79.4061892	43.6520854	24
-79.6728774	41.623477	24
-120.4098732	45.5885625	31
-79.5436631	34.6218273	24
-79.4268414	43.6816823	24
-79.463049	43.984353	24
-79.4463942	43.6388522	24
-79.4528301	43.6570343	24
-85.5384207	38.0518639	24
-79.2864973	43.6875591	24
-89.4676505	41.3965637	24
-79.3835867	43.6622019	24
-79.384483	43.664356	24
-79.386026	43.6688903	24
-90.1921829	32.2730923	24
-79.3784375	43.6508529	24
-92.8944112	47.4820899	24
-87.6264432	41.879633	24
-79.4761692	43.6513025	24
-79.3435809	43.7783388	24
-79.3784904	43.6718025	24
-87.6259628	41.8839093	24
-80.0637426	33.0357332	24
-110.9508097	29.0973708	24
-118.0555181	34.1077136	24
-118.1177359	34.0997975	24
-80.0634813	33.0337963	24
-111.709011	40.3270908	24
-116.98413	32.8378844	24
-117.1343828	32.6929813	24
-117.245255	33.2207381	24
-117.1076564	32.9500164	24
-117.2153561	32.8668261	24
-117.0694197	32.6132975	24
-117.2314068	32.9544633	24
-117.079272	32.603742	24
-117.33348	33.224509	24
-117.249498	32.797622	24
-117.2265219	33.2896241	24
-117.089249	32.652727	24
-117.08748	32.626969	24
-117.3611571	33.1904387	24
-117.0845627	32.7206163	24
-117.098554	32.640454	24
-117.098113	32.7894357	24
-117.218461	32.753758	24
-116.9315123	32.8528522	24
-117.1596476	32.8803916	24
-117.152153	32.798489	24
-117.08113	32.758053	24
-117.1391997	32.7548229	24
-117.2639405	33.0672648	24
-117.2614488	33.045558	24
-117.2913949	33.2464429	24
-117.0349774	32.5817334	24
-117.226916	32.727794	24
-117.0262012	32.7738524	24
-117.1279348	32.7835308	24
-117.130259	32.9153468	24
-117.0386795	32.628731	24
-117.2512021	33.3728073	24
-116.99043	32.842263	24
-117.1540573	32.7186782	24
-117.364022	33.203583	24
-117.096134	32.670645	24
-116.938166	32.555836	24
-117.043769	32.689023	24
-117.170114	32.785708	24
-79.5140786	43.757374	24
-79.5346453	43.7115607	24
-79.7415781	43.7031629	24
-79.3703528	43.6495215	24
-79.4325767	43.8542108	24
-79.3916442	43.8435057	24
-79.4491979	43.6957445	24
-79.2291917	43.7572225	24
-93.2614426	37.2041302	24
-93.2287804	37.2092423	24
-79.375551	43.6530905	24
-79.3786575	43.6469242	24
-79.358902	43.7536222	24
-79.397518	43.707054	24
-119.8841696	36.8084205	24
-93.2208076	44.7328021	24
-79.5686112	43.5688498	24
-79.7072658	43.3980146	24
-96.1745856	43.090927	24
-79.2217293	43.8064362	24
-111.7361532	40.3548874	24
-93.0445835	41.6997191	24
-80.0915526	32.9993368	24
-90.1278448	42.6674167	24
-111.6389757	40.1206853	24
-77.9065847	43.0308196	24
-119.800246	39.5060572	24
-89.6697229	30.5463667	24
-94.2238414	34.586176	24
-115.1713495	36.0565218	24
-93.2342401	45.156672	24
-93.1632686	45.1407798	24
-117.0712094	34.0342947	24
-84.4399643	42.4519315	24
-84.4229914	42.2628729	24
-85.1554675	42.3392306	24
-88.7389579	41.9008566	24
-95.537168	30.1815395	24
-98.7841819	38.3613791	24
-85.0825855	42.3024998	24
-92.4073048	31.3335393	24
-104.866356	39.3800264	24
-119.7223439	34.4018295	24
-88.031679	41.9048767	24
-88.1068575	43.221357	24
-88.127442	43.1935611	24
-91.1149974	42.4708258	24
-84.6093265	33.7815809	24
-117.9684774	33.8179496	24
-91.065568	30.4171583	24
-95.6452092	29.8425581	24
-95.6442538	29.8841814	24
-86.6375456	30.4562275	24
-87.7531935	43.756946	24
-87.8548953	42.388079	24
-89.2715407	42.7790248	24
-78.9021744	38.073226	24
-84.3074143	33.7902593	24
-79.4433538	43.6780459	24
-79.4352136	43.656043	24
-86.8521101	33.2802447	24
-112.0068402	41.2299313	24
-82.3121366	34.7779585	24
-84.7384255	42.7973436	24
-77.8559568	45.0623653	24
-84.6012621	42.7692557	24
-84.3695954	33.7743037	24
-79.3932234	43.6880904	24
-93.2980632	44.9491224	24
-78.8703973	33.7270522	24
-83.8941347	43.5654397	24
-104.9236312	39.566918	24
-118.3063392	34.2592518	24
-95.4308755	30.0639945	24
-79.2574294	43.7753041	24
-97.3224201	37.3673772	24
-94.3766524	44.8752473	24
-84.2708546	39.2627042	34
-93.5583546	44.9022737	24
-118.0823412	34.0801724	24
-81.3649017	35.7346533	24
-118.0533302	34.078883	24
-118.0257341	34.0667269	24
-118.1742058	34.0185284	24
-84.9802512	34.655773	24
-77.6629897	35.4407667	24
-87.7152218	44.0725602	24
-116.3954657	33.7209949	24
-88.0867931	44.4521034	24
-77.5169777	41.0330305	24
-87.9912723	44.5253604	24
-88.0606029	44.529644	24
-117.2019046	32.833146	24
-116.877495	33.0366815	24
-116.973136	32.8080382	24
-117.3081625	33.2319922	24
-116.9667461	32.6471709	24
-117.0981451	32.9366582	24
-105.021264	39.6235567	24
-104.9873507	39.6237204	24
-79.6093628	43.8251405	24
-87.7592373	43.716959	24
-88.5907589	47.1103465	24
-118.260636	34.080601	24
-82.4049442	34.8598749	24
-93.2623477	42.5210115	24
-118.2087196	34.0740599	24
-82.4185993	34.7945727	24
-92.2188292	46.7251718	24
-81.1810082	29.4766027	24
-79.8117885	43.3382005	24
-105.1074445	39.8023753	24
-93.2884568	44.8303049	24
-118.494212	34.0122044	24
-118.1692623	33.8894412	24
-119.205721	45.7659102	24
-118.2908148	33.8107446	24
-82.987821	42.3566506	24
-105.1113995	39.6228869	24
-81.9442043	40.8472404	24
-104.9807885	39.7401978	24
-82.0083531	34.5051832	24
-82.2377749	34.914659	24
-91.3473317	41.6623679	24
-86.7568777	39.2867188	24
-93.39854	45.0068842	24
-105.0261056	39.6512508	24
-87.9466185	44.4655267	24
-93.3601213	43.1465344	24
-93.317156	43.6570111	24
-93.3568191	45.2200809	24
-84.5361107	38.227423	24
-79.627294	43.6027383	24
-113.5843957	37.0873545	24
-86.6287345	34.7355504	24
-88.5866835	44.7816964	24
-84.2513914	36.0047595	24
-104.9203245	39.7062115	24
-84.5664213	37.8973901	24
-82.3200637	35.6098783	24
-80.0014946	39.6578168	24
-96.333163	42.452438	24
-112.042706	41.0886806	24
-119.0058689	34.2159416	24
-111.836202	40.3877648	24
-96.4177467	42.5237233	24
-79.382725	43.6468905	24
-109.982096	40.3025674	24
-94.213114	45.7566856	24
-78.3335598	44.3243255	24
-119.1743121	46.1843297	24
-79.5571281	43.6933838	24
-104.884947	39.5385624	24
-80.0398271	42.0711634	24
-81.0763162	33.9307908	24
-90.1851542	35.165863	24
-83.4403488	33.8724627	24
-91.5089094	41.6434416	24
-88.7485861	39.0475593	24
-79.0903392	43.8364505	24
-97.5261884	30.1757794	24
-81.1284424	29.3332649	24
-119.5123961	34.3968085	24
-117.5593702	34.106925	24
-113.31065	37.1769842	24
-89.3760998	45.6625959	24
-96.1344818	35.9867047	24
-93.2020627	42.7415361	24
-117.669269	35.624229	24
-91.1403898	43.0449939	24
-78.5806226	35.8440312	24
-87.876148	41.1324349	24
-95.5092728	39.0195587	24
-118.1882869	34.137166	24
-80.2809987	43.5652569	24
-87.8502442	41.1603746	24
-92.4978779	34.6160525	24
-92.5330748	34.606894	24
-91.6860312	35.2497861	24
-92.4314758	35.1127943	24
-81.1338499	37.749598	24
-79.3050963	43.8408562	24
-120.25513	37.1258851	24
-85.5953108	42.2201645	24
-117.958269	35.1256336	24
-97.4771726	35.5306372	24
-86.3108556	41.3581896	24
-120.5310162	46.6038532	24
-98.9783824	31.7292949	24
-118.6700942	34.0396926	24
-86.5803032	30.44197	24
-82.6442375	46.385262	24
-87.4393867	44.6037263	24
-92.4704057	43.9546107	24
-88.1701768	30.5883175	24
-86.9644117	31.4555063	24
-86.3281257	32.3256964	24
-86.3187356	32.3519884	24
-85.3498898	32.644184	24
-84.2081831	33.9103559	24
-84.1314904	33.9536049	24
